评测时间,评测游戏时长(小时),推荐与否,评测内容,有帮助数,系统予以的评测权重,steamid,此游戏总游玩时长(小时),拥有游戏数量
2024-12-12 07:04,6.5,推荐,Excellent story and gameplay is a jack of many trades. Stunning animations ! Can't wait for more content through updates as promised. the story mode is a little short at around 3 -4 hours if just rushing through  main story objectives but can add up to 6 if you decide to look for every collectibles and mini games on offer. Each horror segment don't overstay their welcome and give just enough to get your attention.,3,0.550172984600067139,76561198023973940,10.7,361
2025-01-19 18:33,7.5,推荐,"MiSide, the game where you get to have a girlfriend, and a crazy one at that, that's a win-win situation for me. I really like how the game was executed, the different sides to Mita and the players and how the worlds are interconnected. The art is amazing, voiceover is perfect, everything about this game is just beautiful. There are many secrets and easter eggs in this game too, which adds a lot to the depth of MiSide. I certainly enjoyed this psychotic horror girlfriend experience, definitely recommended!",7,0.599123239517211914,76561198101950038,7.5,2579
2024-12-16 14:28,5.8,推荐,"I gotta edit my review because I can't stop thinking about how much I enjoiyed this. Don't watch a trailer. Don't look at the tags. Go in blind. It's worth it.   Discovered this from watching a little of the demo from ManlyBadassHero's channel and decided to pause the video, wishlist this, and buy it on a whim after only seeing 5 minutes of the video.  I'm really glad I did. Going into this blind makes the experience better and the game oozes creativity throughout. Amazing game and I'm not even done yet. Cannot recommend it enough.",2,0.549071609973907471,76561198009126016,5.8,0
2025-01-20 12:25,5.2,不推荐,"I tried to like this game. I really did. I tried to find things I enjoyed, I read what others liked about it, and I tried to view the game from a different perspective. I basically searched for ANY reasonable explanation as to why I’m in the mere 2% of people who reviewed this game negatively. I found the game during the winter sale and, after reading the tags, got a sense of deja vu, recalling when Doki Doki Literature Club released seven years ago. I bought it, hoping for a similar experience. Instead, I ended up regretting the 5 hours and €14.79 I wasted.  The best part of the game is what happens in the demo. Everything after that blends into a weird, bland, unoriginal, and half-assed story. The plot is basic: “Bad person traps you, good person helps you escape, do this and get away from bad person.” Even the supposedly unique element—“Wow, you’re technically sucked into a game world”—doesn’t even remotely get expanded upon. In fact, you forget that premise entirely within a short amount of time. Why? Because the game has nothing unique to it. The horror elements are cheap and HEAVILY inspired by existing media (the hall from P.T., the flooded sewer from Outlast, the backrooms, weeping angels, to name a few). Additionally, the so-called psychological horror is just a girl being yandere—very clearly inspired by DDLC and Yandere Simulator. Oh, and all of that only happens in the first half of the game. The second half has NOTHING to do with horror. Instead, you’re being told where to go and what to do, trying not to be caught by the evil enemy bad person that wants to kill you.  To make matters worse, the game shouldn’t even be categorized as “psychological horror” since it NEVER fully delves into the psyche of any character, which brings me to my next point: the characters themselves are ALL BARE BONES. Each one serves exactly ONE purpose. After a brief, flimsy dialogue, that’s it—they’re done. There’s no character development whatsoever. Most of them exist only for a single scene and are never seen again, which, yes, is how the story works, but that is just a lazy excuse to mask a poorly written game. Yes, I get it, the game is SUPPOSED to be subversive. But it FAILS to be subversive because of its one-dimensional story. Other games succeed at subverting expectations and intuitions because their characters have motives and backgrounds. Here, we’re stuck with an oblivious protagonist who blindly accepts everything as it is, leaving the player unable to understand any of the characters’ motives.  So, the game fails as a horror experience and as a storytelling medium. What about the gameplay? You slowly walk around the same apartment, clicking through boring dialogue, and occasionally solve puzzles that are either insultingly easy or come with the solution handed to you at the end—completely defeating the point of a puzzle. The game tries to entertain you with side minigames. To be fair, some of these, like the racing and Quake-inspired one, were enjoyable—but they were more fun than the game itself! The game also fails at creating a coherent setting that feels normal in-universe, which is why it feels like the game was padded with random elements to stretch the runtime beyond an hour. It throws gimmicks and new settings at you, none of which are developed in any meaningful way. It seriously makes you think if the game’s “subversive” nature is simply a cover for poor writing.  And what’s the message at the end of it? Either “anime dating sims bad” OR “people stuck in boring 9-to-5 jobs will inevitably get hooked on something addictive, like video games.” Maybe both? Honestly, I’m not sure. I’m not even convinced the developers themselves know. Maybe one of the currently 78,000 positive reviewers can enlighten me? Speaking of which, I cannot understand how this game got SO POPULAR, unless it’s just because it has a cutesy girl as a mascot. Is that really it? If you TRULY liked this game, the only explanation I can think of is that you haven’t consumed better media. I can’t imagine how you’d react after playing DDLC, Outlast, or Resident Evil. In the end, the game feels like a jumbled mess trying to emulate those games, hiding behind a cute anime girl mascot. Ultimately, I can’t argue with the numbers—they speak for themselves.  TL;DR: If you’ve watched the trailer, you’ve already seen everything this game has to offer.",17,0.548933506011962891,76561198384491625,5.2,165
2025-01-15 09:46,8.3,推荐,lesson taken from this game: you can meet your FAVOURITE anime women and they all LOVE you  and MAYBE KILL YOU A LITTLE 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,5,0.598540186882019043,76561199117337926,8.3,17
2024-12-27 03:36,8.7,推荐,"hidden GOTY. no bugs, no glitches. every scene is seamless, movement is fluid, and game play is thoroughly enjoyable. art style & direction are top tier. what more could you ask for besides a gripping story that will make you keep thinking about it even after it's over. forget the latest AAA, forget sales. this is it right here. it's a must play.",2,0.547325074672698975,76561198014132135,11.8,1288
2024-12-17 20:50,0.9,推荐,"I can see how this could be a fun game for people who like visual novels but for me personally the game was kinda boring. The scares aren't really that scary since the hoe can just tp behind you ""omae wa mou shindeiru"" style. Voice acting is pretty good and the story is interesting and fresh. Again i don't have the patience for this type of game but if you do, get it kinda cool.",2,0.547325074672698975,76561198110426397,0.9,0
2024-12-16 03:26,5.5,推荐,"It's ok.  Decent animations\models, couple good jump-scares, story... it's kinda predictable, but still enjoyable. You can think of it like simple kinetic visual novel with couple mini-games.  There should be another mode in the future, but not sure how intresting it would be, we will see.  7/10",2,0.547325074672698975,76561197988934940,5.5,0
2025-01-16 10:05,5.8,推荐,"I lack the eloquence to properly describe how good this game is, and what it achieves through its design and gameplay, but suffice to say that this is the type of art that can only be made through the medium of video games. An experience so unique that cannot exist anywhere else.  Hats off to the devs who doubtlessly worked hard on this project. If you like mind-bending narratives in video games, do yourself a favor and buy this game.",2,0.54703831672668457,76561198052982250,9.6,0
2025-03-21 12:39,6.7,推荐,"Very good game, innovative gameplay, lots of jumpscares (especially in the part with the mannequins). It exceeded my expectations. I really recommend it.  PS: I didn't use photo mode in the shower part! Did I? Who knows '-'",3,0.546925604343414307,76561198149694097,6.7,0
2024-12-18 17:31,2.0,不推荐,this is good if you have the comprehension level of a middle schooler,24,0.546789228916168213,76561198179455721,2.0,241
2024-12-21 04:55,13.4,推荐,"After unlocking everything there is in the game in its current stage, I can say that this game was an amazing experience, I won't say much other than the fact that I think it was interesting to unravel the mystery behind this game.",3,0.546409070491790771,76561198810740658,35.5,0
2025-02-21 09:44,1.9,不推荐,"I...uh...did I play it wrong? I beat it in 2 hours? It's really not complicated, where are people getting 10+ hours? The story is definitely interesting - a good existentialist horror. Kind of like ""What if games were sentient, and developed by an indecisive coder that kept changing the genre and style every version? Would the game go crazy and want revenge?"".  The gameplay...is almost nonexistent. It's a bunch of shallow minigames and common horror game challenges.  Sort these shapes. Walk backwards through this hallway. Here's a pointless arcade game for an achievement.  I think what put me off was that nothing ever really got in depth. There's a whole lot of variety - and that certainly supports the theme, but I would have at least thought the game would go deeper in its core story. The key line from the first chapter rings true - ""Isn't it weird to just have a bunch of rooms in a line"". Looking back, that felt like the whole game. I was moving through chapters that were just remixes of the same rooms until I reached the ending. At which point, my reaction was, ""Oh, was that it? Alright, gg"".   I will say that the ending was a bold choice. It felt so abrupt, but, maybe that just makes it more real - after all, the MC is just some sad loser.  -----  This is a gooner game isn't it? That's why its reviewed so well. Its a bunch of idiots jacking off that have rated it so high. I don't see how anyone could have 30+ hours in this game and it not be because of that. I think I even saw one guy with 1500+ hours and his review linked to a nude mod. Yeah, this is a gooner game.",12,0.545669496059417725,76561198025540634,1.9,0
2025-01-08 02:21,9.7,推荐,"Not since Doki-Doki Literature Club have I enjoyed a pure dystopian anime world such as this. Really wonderful writing, delightful amount of content for the price, expected peaceful mode which I will PLAY TO DEATH.  Graphics are really amazing for the price tag and the art style is impeccable. Some of the jumpscares had me almost bite my tongue off. Mini games were cute and fun. Characters were all unique and adorable (or horrifying, actually) Story, without spoilers, was filled with twists and turns and really makes you think.  Super impressed with the developers' attention to detail and creativity. Best game I've played in years!",5,0.595509946346282959,76561198076428141,9.7,0
2024-12-21 13:44,5.8,不推荐,"The set up of the game is really interesting. I thought I really liked the direction it was going. However, I felt like the game suddenly lost the plot and became a random task simulator with way too many mini games for it to keep a spooky atmosphere. I kind of felt like I was playing a random task simulator to be honest and it was not giving for me. The story was not drawing me in at some point and me and my friend who were playing together got so bored I had to call it quits.",27,0.545476138591766357,76561198142042183,5.8,0
2025-03-23 12:46,15.3,推荐,"Well-structured storyline, fun&casual mini-games as a horror game it's not that scary and just the right game to crush your fantasies about having a happy life with your waifu  I love Cappie.",2,0.545454561710357666,76561198964586150,15.3,0
2025-01-27 21:45,6.0,推荐,"First of all, I'm not good at writing reviews for a game. I haven't been interested in games for a long time since I started my adult life. But since playing this game, I feel like I want to complete all the achievements and all the ending routes. There are several things that I like about this game, namely the story and the uniqueness of the gameplay that takes from some famous games. What may be needed for the next update for developers is the feature to speed up character talk.",2,0.545454561710357666,76561199001439825,6.0,157
2025-01-20 22:24,9.1,推荐,"Stockholm Syndrome the game great horror game, little jump scares, very scary atmopshere 9 Cappies out of 10",3,0.545454561710357666,76561199240724729,9.1,265
2025-01-16 16:55,20.4,推荐,"This game deserves a nomination for best indie game of the year for sure!  Normally I don't play anime style games cause it's not my kinda aesthetic but every now and then a certain game stands out from the crowd and this is one of them.  This is the only game (besides Apex and CS:GO but those don't count) I've ever done 100% achievements on, beat it twice back to back cause it's THAT GOOD.  You won't be disappointed, MiSide is $20 well spent vs $100's on all those AAA games that continue to let us down time and time again.   The fact that MiSide is made by only two guys proves that PASSION beats budget EVERY. DAMN. TIME.  It's the little things, like the intelligent funny quirky little jokes hidden around all over the game. When there's always something to find whether it's for a laugh, provoking thought, or simply just be cool, THAT'S what makes games a wonderful adventure.  Highly recommend, just buy it already! :D",2,0.545454561710357666,76561197985873074,20.4,234
2025-01-15 09:59,5.7,推荐,"I typically really dislike walking simulators, and thought this would be overrated as hell like mouthwashing was But, nah, this was really good, funny and the gameplay change was pretty fun although some minigames could have used more polish. I want Crazy Mita to fix me.",2,0.545454561710357666,76561198059062201,5.7,205
2025-01-15 03:58,7.9,推荐,"MiSide is an amazing first person story based game. However, it is not like Life is Strange, or Detroit Become Human. So, from that perspective, I guess you could say that it is like a dating game with a story but also with some horror elements (?).   I guess this game is similar to Doki Doki Literature Club. MiSide takes around two to three hours to finish it so you can easily finish it at one sitting. Achievements are easy to unlock and I like the art style of this game. I think it is worth buying without discount but don't hesitate to get it when it has a discount. You won't be disappointed.",2,0.545454561710357666,76561199816385404,7.9,0
2025-01-14 12:16,5.0,推荐,"Cappie best girl   Actually a really good game, took me around 4 hours to complete it but still felt worth the price.",2,0.545454561710357666,76561199037881432,9.5,361
2025-01-13 20:28,6.5,推荐,"stories good, horror amazing, characters interesting and most importantly GOONING EXPERIENCE 10/10!! WOULD GOON AGAIN!",2,0.545454561710357666,76561198796170765,6.6,116
2025-01-13 13:55,6.1,推荐,"Really amazing, original and cute game of his genre. Love every second and reference. Mita is super adorable and the environment it's really immersive. I've really love the way this game is written and the decisions on how to approach different solutions it's really creative.  Nothing much else to say, I've played DDLC and it's hard to find something related, for me it was a must play from the outside and didn't know much about it. This game cross my high expectations!  If you ask, of course Cappie. Thank you for reading me <3",2,0.545454561710357666,76561198216340571,6.1,0
2025-01-10 21:38,4.5,推荐,The sims 4 with an Abusive Yandere waifu trapping you in her basement containing 9999999 RTX 5090's generating fake AI frames so that you can moderate her discord server. Peak gameplay btw,2,0.545454561710357666,76561198342114420,4.5,0
2025-01-10 06:46,3.9,推荐,"I don't play games like this at all so it was new to me, i liked the story. Also it wasn't horror enough for me to ALT F4 (I don't like horror games).",2,0.545454561710357666,76561198117294611,3.9,38
2025-01-08 23:15,20.7,推荐,"The most accurate woman simulator. :>  Actually a really fun game that got me pissing myself here and there.  A lot of hidden details to discover and many fun achievements to get. (Kinda reminds me of FNAF:SB except its very functional) I can definitely recommend giving it a try.  (Also if you think this is a gooner game you definitely haven't seen any of it; WHICH IS GOOD because going in blind is DEFINITELY gonna give you the best experience :D)",2,0.545454561710357666,76561198330512132,29.4,0
2025-01-08 06:36,8.1,推荐,"I thought this game was all hype and nothing else, but I was so wrong.  I was completely immersed in the story, and wanting to learn more about all the Mitas, surprised by plot twists at times, and caught off guard by unexpected jump scares. Totally worth the price, I'm excited to see the new updates!  10/10 characters 10/10 story 10/10 gameplay 10/10 recommended",2,0.545454561710357666,76561198144127992,11.6,30
2025-01-07 21:24,8.1,推荐,this game was chill at first then it became scary really fast fast and now i'm depressed. 10/10 story,2,0.545454561710357666,76561199220189156,8.8,32
2025-01-07 06:16,8.7,推荐,"Mannnn this game is too good, gonna try more Psychological Horror games, I'm still extremely heartbroken about what happened to Kind Mita, Tiny Mita and Mila tho :( They were too precious, they didnt deserve it. The despair of knowing that... Kind Mita reformatted and lost all memories with us after being killed will forever be the highlight of this game for mee! I literally cried reading backstory of Tiny Mita :(  Looking forward to peaceful mode with full excitement! Because this game deserves a mode where it's just simulator with Mita. The way it's designed, animated..., the mechanics of it and everything! The peaceful mode is just is the cherry on top, can't wait! Mini games were super duper good  And for Creepy/Ugly Mita..I can fix her i will say..I can fix her :D",2,0.545454561710357666,76561199267898293,8.7,152
2025-01-05 11:17,0.7,推荐,"HOW THIS GAME CAN BE THAT SCARY AND STRESSFULL ,  really nice game , you sure feels the akwardness and darkness at each step  on a more funny note , : i swear i can fix her , i love her, she can change, i know she can",2,0.545454561710357666,76561199130947231,2.6,268
2025-01-05 05:29,47.5,推荐,"good game would recommend, although she doesn't really let you exit the game (not that i would want to). I have also shit my pants so hard i destroyed my alt and F4 key by pure coincidence. I have gotten this game 2 days ago as of the time writing this review.",2,0.545454561710357666,76561199211681219,1785.3,35
2025-01-04 12:58,6.8,推荐,"The game is very well made and well written. When playing this game dont expect over the top action with a lot of different mechanics, this is not that type of a game. People who negatively reviewed dont understand that a game doesnt need to be action packed to be fun. Is this a walking and talking simulator? Yes. Is it still very good? Yes. I dont know what people expect from a linear horror game. And a message to people who think this is a coomer game. Please seek help, preferably psychological. Im not gonna deny that it has slight fanservice, *ahem ahem* the unlockable outfits *ahem ahem*, but that is not the main point of the game.",2,0.545454561710357666,76561198403118121,6.8,0
2025-01-03 05:04,6.1,推荐,"For me, this is hands down the best game I've played in the last four years. The experience was so captivating that I couldn’t put it down and ended up finishing it in one sitting. I was completely immersed in the story and gameplay, and I’d easily rate it a perfect 10/10. However, it’s a shame I didn’t get to enjoy it over a longer period, as it felt like the experience ended too soon. Since then, I’ve completed the game one more time and even watched a friend play through the entire thing, which only deepened my appreciation for it.  I want to express my heartfelt thanks to AIHASTO Studios and everyone involved in the development of this masterpiece. I truly hope we’ll see another game of this caliber not only from them in the near future, and I wish them continued success in all their future projects!",3,0.545454561710357666,76561198980400569,16.1,0
2024-12-31 09:18,6.1,推荐,"This might be the greatest indie game to come out in a long while. The story is compelling, the art and animation is beautiful, and the characters all feel so genuine in their personalities. Definitely worth full price.",2,0.545454561710357666,76561198858149822,13.4,140
2024-12-27 22:59,4.8,推荐,"Game of the Year contender, insane how this was made by only 2 russian dudes with a budget enough for a bottle of vodka, AAA studios should take notes.",2,0.545454561710357666,76561198094605402,10.9,344
2024-12-27 01:57,7.5,推荐,MiSide is an incredibly enjoyable game with a unique concept that keeps you engaged. The visuals are charming and it offers a good balance of challenge and fun. Highly recommend it for anyone looking for an entertaining experience!        Praying for you 🕯️ O Great Mita 💝,3,0.545454561710357666,76561199465796456,11.7,62
2024-12-22 11:10,7.4,推荐,"I’ve spent about 7 hours with this game, and it’s been a wild ride. The story is unique, blending multiverse twists, emotional depth, and atmospheric horror—not the cheap jump-scare kind, but the kind that sticks with you.  Visually, the game is stunning. The art style is gorgeous, and the character designs really stand out. Overall, this game really surprised me. You can feel the love and effort the devs put into it, and that’s rare these days. I’d totally recommend it, especially if you’re into games that make you think and feel something.  It's probably my first time playing this type of game on many aspects so, i recommend it to ANYONE who wants to experience something new at all, i love this game so much.",2,0.545454561710357666,76561197960866560,8.7,212
2024-12-22 09:13,15.8,推荐,"I bought this game on pretty much a whim.  I watched 4 min of Markipliers video on it, decided that I liked the art style enough to check it out. Saw that it had like 98% positive here on steam and just went for it. And it was SO worth the time and money I spent on it. Without saying too much; the game is imo pretty effective in scaring the player, at least the first time around. The mysteries are effective and the comedy and wholesome moments are good! IT'S FUN. Give it a try!",2,0.545454561710357666,76561198156439979,19.4,0
2024-12-22 06:58,4.5,推荐,"""this game has the same tags as DDLC i guess i'll play it""  - A blissfully unaware and uninformed version of myself, 4 hours ago",2,0.545454561710357666,76561198964112006,8.6,125
2024-12-21 23:49,7.0,推荐,"A fun game with so many little secrets and Easter eggs. The horror element is very well implemented, creating some genuinely scary atmospheres. It feels a little bit like DDLC, but in a different type of game.  Praying for you 🕯️ O Great Mita 💝",2,0.545454561710357666,76561198964967936,7.0,0
2024-12-20 23:45,5.2,推荐,"Despite not being a creative plotpoint in an anime, I found it quite creative in this game and was surprised it had not been done before. A really neat horror game with nice looking graphics and charming characters. The gameplay is nothing to write home about and puzzles imo dragged on sometimes like fixing the glitches which didn't require any brainpower. But it's more about the narrative and journey. Encountered 1 bug that forced me to redo an area which was kinda annoying but not too much time lost. The game also has some weird typos or translation errors, but nothing too immersion breaking. The only addition I would like is the option to pick a female protag, give us the yuri!",2,0.545454561710357666,76561198067137066,5.2,0
2024-12-18 17:17,1.2,推荐,"Actual really great game, fun and good modding.",2,0.545454561710357666,76561199229282340,4.7,102
2024-12-17 10:39,6.5,推荐,"I don't do reviews, but this game is definitely worth a play. I didn't see myself plaything this game, but what i can say without spoilers is this game is cooking and the idea and dark story telling the game did was amazing. Hard to do a review without spoilers.",2,0.545454561710357666,76561198122282546,7.0,0
2024-12-16 03:14,6.3,推荐,"awesome game especially for the price, the storyline went way beyond my expectations and was very cool with some references and fun mini games you'll play as you progress in the story line, with the cool characters and twists this game has sure was a rollercoaster for me.   alright enough glazing, now give them your money!",2,0.545454561710357666,76561198401104035,23.0,0
2024-12-15 12:39,8.0,推荐,"this game is executed greatly. music, atmosphere, the art design, characters and the puzzles all are fun and refreshing when played for the first time and can be the second go round as well. the game has heart and just a cozy yet uneasy feel to it. i hope the devs continue to make more games of this caliber in future. 10/10.",3,0.545454561710357666,76561199073489196,8.0,155
2024-12-12 09:38,7.8,推荐,"I played the game when it was just a demo and loved it then, and I love it now, 100% worth the price. I will also (and have) 100% of this game.    Praying for you 🕯️ O Great Mita 💝",2,0.545454561710357666,76561199370621815,7.9,83
2025-01-22 08:29,5.1,推荐,"good experience for the price, not really scary lets see what they do with the peaceful mode",6,0.595375716686248779,76561198053839965,5.1,0
2025-01-13 08:03,7.8,推荐,"such an amazing game honestly i usually dont buy games which dont last long hour wise  but ive had my eyes on this game for quite some time now, youtube would constantly recommend me videos regarding the game  either that be thumbnails or shorts which contained no spoilers what so ever  so i eventually folded and god was i not disappointed  what an amazinly put together lil game, and by 2 people at that, you can tell alot of passion was put into this game, both animations, the constant jokes, the fun and unique minigames, even the story was so damn good that im honestly longing for so much more of it  if anyone reads this review and thinks about buying this game, honestly? go for it, the game is more than worth it and the devs have confirmed that major updates will come to this game  oh and if i were you i wouldnt watch the trailer, it does contain some spoilers regarding it  i wish nothing but the best for these devs, and i honestly cant wait to see what else these two plan to create with their creative minds",5,0.595267713069915771,76561198081811246,7.8,824
2024-12-23 06:31,5.3,推荐,"Feels good playing the game rather than watching a playthrough on youtube Game is actually super fun, creative, polished and the story and art style is fantastic. It also always has the player engaged. Actual refreshing horror game.  Praying for you 🕯️ O Great Mita 💝",2,0.543859660625457764,76561198093918673,6.1,0
2025-01-28 04:33,6.7,推荐,"i have 100% the game, it is in fact the first game i 100% in all of my years playing games, this game deserves all the love its getting and more.  The developers even though they are Russian, are very welcoming to Ukrainians and everyone else. Leaving politics to the side as they should.  I hope they keep updating the game and maybe add dlc to allow us to support them further, this game is amazing.",2,0.54356849193572998,76561198134401341,6.7,295
2025-01-22 14:22,28.3,推荐,"Probably the best game I've played on steam so far. Incredibly polished, cappie, a great story and cappie.  Also, did I mention cappie?",3,0.54356849193572998,76561197980029218,28.3,0
2025-01-22 04:44,5.2,推荐,cappie best girl in the world especially when she mimics your head moves,2,0.54356849193572998,76561198977826684,6.2,1031
2025-01-21 19:21,15.7,推荐,10/10 Gameplay 10/10 Scariness 10/10 Cappie 10/10 Mila 10/10 Crazy Mita 10/10 Sleepy Mita 10/10 Kind Mita  Praying for you 🕯️ O Great Mita 💝,3,0.54356849193572998,76561198374832293,17.3,0
2025-01-18 03:57,7.7,推荐,"It is an excellent game, there are lots of easter eggs and references. It's worth a second playthrough. The community is more creepy than the game itself.",2,0.54356849193572998,76561198350055914,9.5,96
2025-01-11 07:55,4.0,推荐,"This isn’t just a dating simulator. It’s a rollercoaster of emotions wrapped in a deceptively cute aesthetic. Every Mita character has depth, and CAPPIE?! Don’t even get me started on Cappie 😍. She’s irresistibly adorable.  The balance between sweet, wholesome moments and pulse-pounding horror is unmatched. Just when you think you're safe, Miside flips the script and pulls you into the abyss.  Miside is an experience you’ll never forget. I’m in love, I’m terrified, and I’m ready for another round.",2,0.54356849193572998,76561198913922646,12.5,53
2024-12-23 14:17,34.0,推荐,"I first stumbled into this game when I saw Markiplier playing it. A few days forward and I was about to get laid, but then the game called me. So, I fired this game up and suddenly everything in life took a back seat. It’s like if someone mixed crack, Red Bull, and pure joy into a blender and threw it in my face. I was hooked harder than when I tried my first batch of blue crystal meth. The mechanics are smoother than Baby Driver, and after playing this game I feel like every moment of life is meaningless, and only this game matters. Every corner is another turn in the most insane crazy plot-twist you never knew you needed.  Cappie is not just a character, she's a movement. Imagine if Jesse Pinkman grew up, ditched all the nonsense, and became the most badass version of himself. Even then he couldn't compare himself to how cool she is. That’s my HOMIE Cappie. And Mila? Don’t even get me started. My friend saw her, and mid-ERP session, he dropped everything and went full force into this game. That’s how deep this game pulls you in. Addicted on first sight.  Honestly, at this point, I’m probably more invested in this game than I am in reality. 10/10, better than drinking ABSOLUTE VODKA mixed with pure crack cocaine.",2,0.54356849193572998,76561198170015385,81.9,259
2024-12-17 12:31,4.7,推荐,"It's interesting, it's got a good horror atmosphere, and it felt packed full of content. I could tell the devs put a lot into this project, and it's got a great sheen of quality and polish. It tells a very unique story that left me thinking. Give it a try!",4,0.54356849193572998,76561198211884172,4.7,235
2024-12-14 16:33,4.7,推荐,"highly recommend this game for anyone looking for unique, creepy yet cutesy psychological horror gameplay for my first time i finished in: 4 hours and something :3 even after all this, i still haven't gotten all the achievements?! so many things i missed! (*꒦ິ⌓꒦ີ) but that just means i’ll def play it again <3   this game is sooo good!! the 3d animation is super smooth, and the interactions are so unique!! i got jumpscared a bunch of times (´>﹏<｀) i get scared easily- shoutout to cappie for the amazing 10 min hangout!! the rhythm games were so fun~ i also adored the cute lil chibis popping up from time to time (´▽`ʃ♡ƪ). the minigames were such a blast, and the music?? it gave me total breakcore vibes—absolutely my thing.",2,0.54356849193572998,76561198394543969,9.2,0
2024-12-13 00:35,8.6,推荐,"Spooky and then not and then spooky and then not and then spooky and then philosophical and then spooky and then you play it again for bonus content. Only note is there is a LOT of talking. Fine on a first playthrough, but 100%ing usually requires a lot of waiting.",2,0.54356849193572998,76561198060739604,8.6,498
2024-12-13 04:31,7.5,推荐,"My guts are telling me, the next MAJOR update will make a lot of people happy.  My only complain is about the levels. Everything felt linear, like a Ratlab blindly walking around a ""linear maze"". There is not much to explore as most open world or even games from same genre have to offer.  But, this game delivered very well. A hell of ""fever dream"" experience. As well as some insight and awareness about IRL behaviors most of us do everyday without noticing.  Anyway, TLDR: Fun game, silly characters, interesting and heartbreaking lore, linear level design, and promising ""future features"". Was worth the wait.",3,0.543396234512329102,76561198136219002,12.6,225
2024-12-11 17:37,5.5,推荐,"BUY THE GAME. MITA IS CUTE. BE WITH MITA. FOREVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER AND EVER...  There's no way to actually review this game and tell you what to expect without spoiling it. All I can say is that the main game is short but tight and has plenty of distractions, I had a blast playing it, and that most aspects of the game are used effectively. The only negative critiques I can make are: 1) The game has plenty of typos and the English is not good. Please find someone to quality check and better localise the game. 2)  I am not sure if it's the consequence of the game being improperly localised, I mean it better be and not because of shoddy writing, but I feel like certain messages that the game is trying to impart into the player is not adequately delivered.  3) It's actually still in Early Access. Sure, you can finish it but there's a part of the game that is not yet done.  And yes, player. I know you [b]would[/b].",5,0.543158292770385742,76561198119025633,128.6,0
2024-12-16 08:38,5.3,推荐,"Honestly the writing isn't anything amazing but as a little horror rollercoaster it's very fun.  [spoiler]ugly mita best girl[/spoiler]",3,0.542345166206359863,76561198072370779,5.3,287
2025-01-10 23:24,7.9,推荐,"Honestly did not expect much at first, but this game is definitely one of the best I've played in a while in terms of quality regarding gameplay and story.   Definitely recommend trying to avoid any potential spoilers (since this game is currently blowing up) if you are considering purchasing this game and going in blind for the best experience.",2,0.541984736919403076,76561198217782761,9.2,122
2025-01-03 04:10,5.1,推荐,It's a good horror story. Surprised that she reacted when I stared at her for too long. Enjoyed encountering other types of Mita. ABSOLUTE CINEMA,3,0.541984736919403076,76561198207296389,9.9,101
2025-01-20 16:02,5.7,推荐,This game hit lonely men like crack hit impoverished neighborhoods in the 80s,2,0.541666686534881592,76561199062003968,6.5,60
